battle_time,team_tag,team_name,team_starting_trophies,team_trophy_change,team_crowns,team_card_1,team_card_2,team_card_3,team_card_4,team_card_5,team_card_6,team_card_7,team_card_8,team_card_1_level,team_card_2_level,team_card_3_level,team_card_4_level,team_card_5_level,team_card_6_level,team_card_7_level,team_card_8_level,opponent_tag,opponent_name,opponent_starting_trophies,opponent_trophy_change,opponent_crowns,opponent_card_1,opponent_card_2,opponent_card_3,opponent_card_4,opponent_card_5,opponent_card_6,opponent_card_7,opponent_card_8,opponent_card_1_level,opponent_card_2_level,opponent_card_3_level,opponent_card_4_level,opponent_card_5_level,opponent_card_6_level,opponent_card_7_level,opponent_card_8_level,team_won
2022-05-04 11:46:41,#2PLQVY2Y0,Ozymandias,5733,-27,0,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,5,#8P929YQ9,Blue Devil,5732,30,1,Tesla,Valkyrie,Ice Wizard,Rocket,Knight,Tornado,The Log,X-Bow,14,12,6,12,14,9,6,9,False
2022-05-04 11:55:26,#2PLQVY2Y0,Ozymandias,5706,33,1,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,5,#Y9LUP8J,wsh maggle bien,5741,-29,0,Arrows,Goblins,Earthquake,Valkyrie,Minions,Hog Rider,Musketeer,Bomb Tower,14,14,12,12,14,12,12,12,True
2022-05-04 13:38:29,#2PLQVY2Y0,Ozymandias,5769,26,1,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,5,#9RGYG2G8,Spectre,5730,-23,0,Minions,Giant,Fireball,Arrows,Balloon,Witch,Electro Wizard,Mini P.E.K.K.A,14,12,12,14,9,9,6,12,True
2022-05-04 12:14:11,#2PLQVY2Y0,Ozymandias,5739,30,1,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,5,#8C89GPRV,D3r-F,5741,-27,0,Archers,Sparky,Giant,Princess,Elixir Collector,Goblins,Barbarians,Spear Goblins,14,6,12,6,12,14,14,14,True
2022-05-04 14:28:20,#2PLQVY2Y0,Ozymandias,5795,-25,1,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,5,#2QLUL9CJY,andre1705,5815,28,2,Rage,Arrows,Balloon,Skeleton Army,Prince,Valkyrie,Minion Horde,Bandit,9,14,9,9,9,12,14,6,False
2022-05-04 14:49:18,#2PLQVY2Y0,Ozymandias,5770,-27,0,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,5,#8UCJLJY8Q,pawel 1920,5769,30,1,Dark Prince,Electro Giant,Tornado,Lightning,Fire Spirit,Goblin Cage,Bomber,Inferno Dragon,9,9,8,9,14,12,14,6,False
2022-05-04 16:48:27,#2PLQVY2Y0,Ozymandias,5743,-28,0,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,5,#8VLJJRVP0,Itachi,5710,32,1,Furnace,Goblin Hut,Valkyrie,Mega Knight,Arrows,Prince,Witch,Lightning,12,12,12,6,14,9,9,9,False
2022-05-04 17:52:53,#2PLQVY2Y0,Ozymandias,5715,30,1,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,5,#9C88CGJLQ,ThunderDutch_5,5716,-27,0,Fire Spirit,Wall Breakers,Mega Minion,Tesla,Lumberjack,Fireball,Ice Golem,Barbarian Barrel,14,9,12,14,6,12,12,9,True
2022-05-04 19:24:39,#2PLQVY2Y0,Ozymandias,5745,30,1,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,5,#L80J9GJUY,Cold_Finn,5745,-27,0,Mother Witch,Skeletons,Fire Spirit,Wall Breakers,Barbarian Barrel,Tesla,Goblin Drill,Valkyrie,6,14,14,9,9,14,9,12,True
2022-05-05 06:56:33,#2PLQVY2Y0,Ozymandias,5805,-27,0,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,5,#999VVLRP,YAMAHA,5801,30,1,Inferno Dragon,Magic Archer,Bandit,Royal Ghost,Lumberjack,Ram Rider,Fireball,Barbarian Barrel,6,6,6,6,6,6,12,9,False
2022-05-05 06:01:26,#2PLQVY2Y0,Ozymandias,5775,30,1,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,5,#Q0CUPYRR,TOFF,5779,-27,0,Valkyrie,Goblin Barrel,Bats,Dart Goblin,Princess,Ram Rider,The Log,Bomb Tower,12,9,14,12,6,6,6,12,True
2022-05-05 09:20:38,#2PLQVY2Y0,Ozymandias,5778,28,1,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,5,#98RPLPY9L,Jasa,5761,-25,0,P.E.K.K.A,Bats,Ram Rider,Earthquake,Bandit,Electro Wizard,Barbarian Barrel,Tornado,9,14,5,12,5,6,9,9,True
2022-05-05 08:51:46,#2PLQVY2Y0,Ozymandias,5752,26,1,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,5,#PUUYC20P9,Slowlynx,5715,-23,0,P.E.K.K.A,Royal Ghost,Magic Archer,Fireball,Electro Wizard,Bandit,Hog Rider,Zap,9,5,6,12,6,5,12,13,True
2022-05-05 08:47:57,#2PLQVY2Y0,Ozymandias,5778,-26,0,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,5,#PQPVPGVPQ,スプーキー沼お兄さんぐちオカ,5789,29,1,Rocket,Valkyrie,Tesla,Princess,Guards,Goblin Barrel,The Log,Electro Spirit,12,12,14,6,9,9,6,14,False
2022-05-05 09:52:27,#2PLQVY2Y0,Ozymandias,5806,30,1,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,5,#YP0JLYQ2P,kiler,5809,-27,0,Guards,Dart Goblin,Valkyrie,Inferno Tower,Goblin Barrel,The Log,Princess,Rocket,9,12,12,12,9,6,5,12,True
2022-05-05 10:00:51,#2PLQVY2Y0,Ozymandias,5809,29,1,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,5,#LJLVR9Y,Ricky,5807,-26,0,Royal Giant,Cannon,Ice Spirit,Musketeer,Mini P.E.K.K.A,Bats,Fireball,The Log,14,14,14,12,12,14,12,6,True
2022-05-05 09:57:12,#2PLQVY2Y0,Ozymandias,5836,-27,0,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,5,#2CP9Q9U98,EL BATTY 10,5831,30,1,Royal Hogs,Mega Minion,Prince,Goblin Cage,Dark Prince,Fireball,Bats,Zap,12,12,9,12,9,12,14,13,False
2022-05-05 10:24:27,#2PLQVY2Y0,Ozymandias,5838,27,1,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,5,#8JQ0CCUUP,elliott10k,5814,-24,0,Valkyrie,Skeleton Army,Royal Giant,Goblin Barrel,Tesla,Zap,Fireball,Executioner,12,9,14,9,14,14,12,9,True
2022-05-05 11:51:44,#2PLQVY2Y0,Ozymandias,5869,28,1,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,5,#2LCCJVUGC,Timmy_D,5854,-25,0,Hog Rider,Earthquake,The Log,Tesla,Electro Spirit,Skeletons,Valkyrie,Firecracker,12,12,6,14,14,14,12,14,True
2022-05-05 11:19:47,#2PLQVY2Y0,Ozymandias,5838,31,2,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,5,#20VCJJGY8,Erec,5850,-27,1,Bats,Fireball,Wizard,Hog Rider,Zap,P.E.K.K.A,Golden Knight,Skeleton Army,14,12,12,12,14,9,4,9,True
2022-05-05 11:11:04,#2PLQVY2Y0,Ozymandias,5865,-27,0,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,5,#28C22QQ2R,KHÄLED,5848,31,1,Electro Giant,Hog Rider,Goblin Cage,Lightning,Firecracker,Fire Spirit,Skeletons,The Log,9,12,12,8,14,14,12,6,False
2022-05-05 12:42:01,#2PLQVY2Y0,Ozymandias,5897,29,1,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,5,#QYCCPCYY0,arttipartie,5894,-26,0,The Log,Fireball,Tesla,Goblin Drill,Valkyrie,Ice Spirit,Guards,Bomber,6,12,14,9,12,14,9,14,True
2022-05-05 13:51:37,#2PLQVY2Y0,Ozymandias,5926,-26,0,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,5,#2UYJPVQ,ferranmora17,5937,29,1,Rocket,Inferno Dragon,Graveyard,Tombstone,Arrows,Bowler,Valkyrie,Electro Spirit,12,6,6,12,14,9,12,14,False
2022-05-05 14:35:42,#2PLQVY2Y0,Ozymandias,5900,-27,1,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,5,#989QQYJJ0,✨爪乇乂ㄒㄥ丨,5877,31,2,Minions,Zap,Poison,P.E.K.K.A,Bandit,Miner,Royal Ghost,Electro Wizard,14,14,9,9,6,6,6,6,False
2022-05-05 16:21:53,#2PLQVY2Y0,Ozymandias,5845,29,1,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,5,#8J8JPVYJ,Dominic,5842,-26,0,Golem,Mega Minion,Baby Dragon,Zap,Dark Prince,Cannon Cart,Fireball,The Log,9,12,9,14,9,9,12,6,True
2022-05-05 16:09:04,#2PLQVY2Y0,Ozymandias,5874,-29,0,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,5,#LCQLP2Y8,King of Clash☠️,5838,33,1,Golem,Electro Dragon,Dark Prince,Tornado,Cannon Cart,Night Witch,Goblin Gang,The Log,9,9,9,9,9,6,14,6,False
2022-05-05 16:05:15,#2PLQVY2Y0,Ozymandias,5903,-29,0,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,5,#8QLQJPLV,SCOOBYDOOM,5867,33,1,Giant,Elite Barbarians,Sparky,Electro Wizard,Mirror,Zap,Rage,Archer Queen,12,14,6,6,9,14,8,3,False
2022-05-05 15:19:11,#2PLQVY2Y0,Ozymandias,5873,30,1,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,5,#QU2QVCJ0,Valderrama,5876,-27,0,Fireball,Electro Wizard,Minion Horde,Skeleton Army,Bowler,Zap,Hog Rider,The Log,12,6,14,9,9,14,12,6,True
2022-05-06 06:52:32,#2PLQVY2Y0,Ozymandias,5874,28,1,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,6,#8J899C28,BaseLine,5859,-25,0,Graveyard,Dark Prince,Baby Dragon,Tesla,Knight,Tornado,Barbarian Barrel,Poison,6,9,9,14,14,9,9,9,True
2022-05-06 07:09:41,#2PLQVY2Y0,Ozymandias,5902,27,3,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,6,#2VVC0VQ0Y,John Deph,5871,-24,0,Valkyrie,Mini P.E.K.K.A,Tornado,Magic Archer,Dart Goblin,Skeleton Barrel,Royal Recruits,Battle Ram,12,12,9,6,12,14,14,12,True
2022-05-06 08:15:34,#2PLQVY2Y0,Ozymandias,5929,27,3,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,6,#8YQQ90UQ8,SALVI_503™️©️®️,5905,-24,0,Zap,Archer Queen,Royal Giant,Skeletons,Giant Skeleton,Inferno Tower,Ice Spirit,Poison,14,4,14,14,9,12,14,9,True
2022-05-06 09:44:16,#2PLQVY2Y0,Ozymandias,5956,30,1,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,6,#9YC88J8PP,Golem de oro,5959,-27,0,Inferno Tower,Mega Knight,Hog Rider,Arrows,Electro Spirit,Lightning,Elite Barbarians,Bats,12,6,12,14,14,9,14,14,True
2022-05-06 10:11:27,#2PLQVY2Y0,Ozymandias,5986,30,2,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,6,#80JUC89JC,شاهنشاه,5987,-27,1,Witch,Giant Skeleton,Barbarians,Graveyard,Freeze,Fireball,Hog Rider,Inferno Tower,9,9,14,6,9,12,12,12,True
2022-05-06 11:30:17,#2PLQVY2Y0,Ozymandias,5986,-29,0,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,6,#8UVRPU0U,DAHHAM,5948,33,1,Inferno Tower,Guards,The Log,Goblin Barrel,Electro Spirit,Princess,Rocket,Valkyrie,12,9,6,9,14,6,12,12,False
2022-05-06 11:01:37,#2PLQVY2Y0,Ozymandias,6016,-30,0,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,6,#2JV0J2UJ,SoulSurvivor,6016,30,2,Archer Queen,Balloon,Lightning,Dart Goblin,The Log,Lumberjack,Skeleton Army,Giant Skeleton,4,9,8,12,5,6,8,8,False
2022-05-06 13:46:54,#2PLQVY2Y0,Ozymandias,5986,27,1,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,6,#P2P092G9,ᵀᴹ•Jhon彡,5952,-24,0,Inferno Dragon,Zap,Prince,Arrows,Mini P.E.K.K.A,Balloon,Valkyrie,Rage,6,14,9,14,12,9,12,9,True
2022-05-06 12:04:27,#2PLQVY2Y0,Ozymandias,5957,29,3,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,6,#9R8PUPP,1>GodLight,5951,-26,0,Skeleton King,Bowler,Baby Dragon,Inferno Dragon,Graveyard,Zappies,Tornado,Freeze,2,9,8,5,5,11,8,7,True
2022-05-06 14:27:46,#2PLQVY2Y0,Ozymandias,6013,-27,0,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,6,#G8R89GPV,fax,6043,27,1,Giant,Fireball,Electro Wizard,Mega Minion,Dark Prince,Prince,Zap,The Log,12,12,6,12,9,9,14,6,False
2022-05-06 16:48:20,#2PLQVY2Y0,Ozymandias,5986,31,1,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,6,#LUURPLCY,kevinogud,5999,-27,0,Mighty Miner,Miner,Guards,Bomb Tower,Dart Goblin,Royal Delivery,The Log,Earthquake,4,6,9,12,12,14,6,12,True
2022-05-07 14:08:39,#2PLQVY2Y0,Ozymandias,6020,32,1,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,6,#QJCQ98QP,catani96,6047,-32,0,Mega Knight,Zap,Archer Queen,Skeleton Army,Fireball,Hog Rider,Prince,Minions,6,14,3,9,12,12,9,14,True
2022-05-07 01:43:43,#2PLQVY2Y0,Ozymandias,6048,-28,0,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,6,#22G8LUUU,Lord Josh,6060,28,1,Graveyard,P.E.K.K.A,Dark Prince,Baby Dragon,Tornado,Barbarian Barrel,Ice Wizard,Electro Wizard,6,9,9,9,9,9,6,6,False
2022-05-06 18:32:19,#2PLQVY2Y0,Ozymandias,6017,31,1,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,6,#Q200UGJJ,loren,6029,-31,0,The Log,Electro Wizard,Bandit,Goblin Drill,Magic Archer,Skeleton King,Skeletons,Cannon Cart,6,6,6,9,6,3,13,9,True
2022-05-08 13:15:29,#2PLQVY2Y0,Ozymandias,5865,-27,0,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,6,#R9U2LLLU,Pablo €scobar,5860,30,1,Golem,Prince,Night Witch,Baby Dragon,Tombstone,Lightning,Tornado,Barbarian Barrel,9,9,6,9,12,9,9,9,False
2022-05-08 12:44:29,#2PLQVY2Y0,Ozymandias,5892,-27,0,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,6,#2L9LYUYR,Heisenberg,5882,30,1,Archer Queen,Hog Rider,Earthquake,Royal Delivery,Fire Spirit,Cannon,The Log,Skeletons,4,12,12,14,14,14,6,13,False
2022-05-08 12:40:49,#2PLQVY2Y0,Ozymandias,5919,-27,0,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,6,#2PV00U099,Lil Trump,5900,31,1,Mother Witch,Goblin Drill,Witch,Mirror,Arrows,Skeleton Barrel,Lightning,Inferno Dragon,6,9,9,9,14,14,9,6,False
2022-05-08 12:36:52,#2PLQVY2Y0,Ozymandias,5948,-29,0,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,6,#GJQ0QRR9,JaGonBen,5911,33,1,Hog Rider,Lightning,Executioner,Tornado,Knight,Ice Spirit,Skeletons,The Log,12,9,9,9,14,14,14,6,False
2022-05-08 12:14:21,#2PLQVY2Y0,Ozymandias,5922,26,1,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,6,#8PP0G9GQ2,biel244,5881,-23,0,Goblin Barrel,Dart Goblin,Mini P.E.K.K.A,Rocket,Skeleton Army,Skeleton Barrel,The Log,Valkyrie,9,12,12,12,9,14,6,12,True
2022-05-08 11:39:31,#2PLQVY2Y0,Ozymandias,5945,-23,0,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,6,#RCC0Q2J,Aneobis,5987,26,1,Tombstone,Electro Wizard,Inferno Dragon,Graveyard,Arrows,Poison,Skeleton King,Valkyrie,12,6,6,6,14,9,4,12,False
2022-05-08 11:36:11,#2PLQVY2Y0,Ozymandias,5972,-27,1,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,6,#9PGJ9CVYU,NaVi I ⚡️WolF⚡️,5950,31,2,Golem,Electro Dragon,Barbarian Barrel,Lightning,Skeleton Army,Bats,Clone,Skeleton Barrel,9,9,9,9,9,14,9,14,False
2022-05-08 11:29:44,#2PLQVY2Y0,Ozymandias,5944,28,1,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,6,#99GVJRP0V,ピロリ菌！,5923,-25,0,Hog Rider,Skeletons,Zap,Ice Spirit,Firecracker,The Log,Valkyrie,Tesla,10,12,13,13,11,5,11,13,True
2022-05-08 10:23:50,#2PLQVY2Y0,Ozymandias,5917,27,3,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,6,#8V8GUR2L,gMag72,5892,-24,0,Bandit,Cannon Cart,Goblin Barrel,Skeletons,Wall Breakers,Princess,Hunter,The Log,6,9,9,13,9,6,9,6,True
2022-05-08 09:41:16,#2PLQVY2Y0,Ozymandias,5942,-25,0,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,6,#CJYVRPQ2,HARLEY,5958,28,1,Mother Witch,Elite Barbarians,Royal Ghost,Bandit,Barbarian Barrel,Magic Archer,Cannon Cart,Heal Spirit,6,14,6,6,9,6,9,12,False
2022-05-08 09:22:33,#2PLQVY2Y0,Ozymandias,5968,-26,0,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,6,#280GGCQ9,tofasttogood26,5971,29,1,Ice Spirit,Spear Goblins,Zap,Minions,P.E.K.K.A,Tombstone,Hog Rider,The Log,14,14,13,14,9,11,12,6,False
2022-05-08 09:11:00,#2PLQVY2Y0,Ozymandias,6000,-32,0,Goblin Gang,Inferno Tower,Goblin Barrel,Valkyrie,Fire Spirit,Rocket,Princess,The Log,14,12,9,12,14,12,6,6,#YPJYVQG9G,Yannic F2P,5974,32,1,Wall Breakers,Tesla,Poison,Dark Prince,Magic Archer,Miner,The Log,Spear Goblins,9,14,9,9,6,6,6,14,False
